Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
223,Matt Ellis,33,BUF,LW,39,1,1,2,-12,4,1,0,0,1,1,0,0,29,3.4,325,8:19
224,Ryan Ellis,24,NSH,D,58,9,18,27,8,27,7,2,0,0,14,4,0,118,7.6,1101,18:59
225,Alexei Emelin,28,MTL,D,68,3,11,14,5,59,3,0,0,0,11,0,0,43,7.0,1348,19:49
226,Deryk Engelland,32,CGY,D,76,2,9,11,-16,53,2,0,0,0,8,0,1,51,3.9,1093,14:23
227,Tyler Ennis,25,BUF,C,78,20,26,46,-19,37,13,6,1,2,15,11,0,185,10.8,1491,19:07
228,Toby Enstrom,30,WPG,D,60,4,19,23,13,36,3,1,0,0,13,6,0,58,6.9,1414,23:34
229,Martin Erat,33,ARI,RW,79,9,23,32,-16,48,6,3,0,1,20,3,0,91,9.9,1253,15:52
230,Jonathan Ericsson,30,DET,D,82,3,12,15,-5,70,3,0,0,0,11,0,1,82,3.7,1606,19:35
231,Loui Eriksson,29,BOS,RW,81,22,25,47,1,14,16,6,0,4,19,5,1,169,13.0,1497,18:29
232,Tim Erixon,23,TOT,D,42,2,5,7,-7,14,1,1,0,0,1,4,0,36,5.6,639,15:13
233,Emerson Etem,22,ANA,LW,45,5,5,10,-6,4,5,0,0,0,5,0,0,77,6.5,551,12:15
234,Dennis Everberg,23,COL,RW,55,3,9,12,-7,10,3,0,0,0,9,0,0,62,4.8,649,11:48
235,Justin Falk,26,TOT,D,18,1,1,2,-9,14,1,0,0,0,1,0,0,18,5.6,195,10:49
236,Bobby Farnham,26,PIT,RW,11,0,0,0,0,24,0,0,0,0,0,0,0,6,0.0,79,7:11
237,Jesper Fast,23,NYR,RW,58,6,8,14,-1,8,6,0,0,0,7,1,0,52,11.5,685,11:48
238,Justin Faulk,22,CAR,D,82,15,34,49,-19,30,6,7,2,4,21,13,0,238,6.3,2003,24:26
239,Mark Fayne,27,EDM,D,74,2,6,8,-21,14,2,0,0,0,4,0,2,78,2.6,1327,17:56
240,Taylor Fedun,26,SJS,D,7,0,4,4,0,4,0,0,0,0,2,2,0,12,0.0,119,16:59
,,Scoring,,,Goals,Assists,,,Ice Time
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
241,Eric Fehr,29,WSH,RW,75,19,14,33,8,20,17,1,1,4,14,0,0,142,13.4,1114,14:51
242,Andrew Ference,35,EDM,D,70,3,11,14,-17,39,3,0,0,0,10,0,1,58,5.2,1321,18:53
243,Michael Ferland,22,CGY,LW,26,2,3,5,1,16,2,0,0,1,2,1,0,34,5.9,274,10:31
244,Brian Ferlin,22,BOS,RW,7,0,1,1,0,0,0,0,0,0,1,0,0,6,0.0,62,8:48
245,Landon Ferraro,23,DET,C,3,1,0,1,1,0,1,0,0,1,0,0,0,4,25.0,36,11:59
246,Kevin Fiala,18,NSH,LW,1,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,11,11:25
247,Vernon Fiddler,34,DAL,C,80,13,16,29,-5,34,9,3,1,2,15,0,1,132,9.8,1050,13:08
248,Valtteri Filppula,30,TBL,C,82,12,36,48,-14,24,10,2,0,0,21,15,0,91,13.2,1559,19:01
249,Mike Fisher,34,NSH,C,59,19,20,39,4,39,11,7,1,1,17,3,0,111,17.1,1088,18:26
250,Mark Fistric,28,ANA,D,9,0,0,0,-3,4,0,0,0,0,0,0,0,1,0.0,133,14:47
251,Tomas Fleischmann,30,TOT,LW,66,8,19,27,12,12,8,0,0,1,18,1,0,131,6.1,970,14:42
252,Brian Flynn,26,TOT,C,63,5,12,17,-5,8,5,0,0,0,9,1,2,82,6.1,939,14:55
253,Marcus Foligno,23,BUF,LW,57,8,12,20,-5,50,8,0,0,0,10,1,1,66,12.1,925,16:14
254,Nick Foligno,27,CBJ,LW,79,31,42,73,16,50,20,11,0,3,27,15,0,182,17.0,1488,18:50
255,Christian Folin,23,MIN,D,40,2,8,10,3,13,2,0,0,0,7,1,0,39,5.1,608,15:12
256,Justin Fontaine,27,MIN,RW,71,9,22,31,13,12,9,0,0,2,20,2,0,104,8.7,849,11:57
257,Filip Forsberg,20,NSH,C,82,26,37,63,15,24,20,6,0,6,24,13,0,237,11.0,1421,17:20
258,Cam Fowler,23,ANA,D,80,7,27,34,4,14,5,1,1,2,18,8,1,87,8.0,1692,21:09
259,Cody Franson,27,TOT,D,78,7,29,36,-7,28,2,5,0,0,17,12,0,127,5.5,1531,19:38
260,Johan Franzen,35,DET,C,33,7,15,22,-12,30,3,4,0,3,8,7,0,74,9.5,530,16:04
,,Scoring,,,Goals,Assists,,,Ice Time
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
261,Colin Fraser,30,STL,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,5,4:42
262,Mark Fraser,28,NJD,D,34,0,4,4,2,55,0,0,0,0,3,0,1,19,0.0,553,16:17
263,Matt Fraser,24,TOT,RW,60,8,4,12,-16,17,7,1,0,1,4,0,0,92,8.7,673,11:13
264,Matt Frattin,27,TOR,RW,9,0,0,0,0,4,0,0,0,0,0,0,0,6,0.0,64,7:03
265,Max Friberg,22,ANA,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,8:47
266,Michael Frolik,26,WPG,RW,82,19,23,42,4,18,13,3,3,4,19,4,0,206,9.2,1435,17:30
267,Marian Gaborik,32,LAK,RW,69,27,20,47,7,16,16,11,0,2,13,7,0,174,15.5,1167,16:55
268,Simon Gagne,34,BOS,LW,23,3,1,4,0,4,3,0,0,1,1,0,0,27,11.1,260,11:18
269,Sam Gagner,25,ARI,C,81,15,26,41,-28,28,9,6,0,1,20,6,0,183,8.2,1397,17:15
270,Alex Galchenyuk,20,MTL,C,80,20,26,46,8,39,17,3,0,1,17,9,0,163,12.3,1314,16:26
271,T.J. Galiardi,26,WPG,LW,38,1,0,1,-8,2,1,0,0,0,0,0,0,35,2.9,398,10:28
272,Stanislav Galiev,23,WSH,RW,2,1,0,1,1,0,1,0,0,0,0,0,0,2,50.0,19,9:23
273,Brendan Gallagher,22,MTL,RW,82,24,23,47,18,31,21,3,0,6,18,5,0,254,9.4,1360,16:35
274,Ryan Garbutt,29,DAL,LW,67,8,17,25,-9,55,7,0,1,2,17,0,0,143,5.6,909,13:34
275,Jake Gardiner,24,TOR,D,79,4,20,24,-23,24,4,0,0,0,12,8,0,100,4.0,1657,20:58
276,Jason Garrison,30,TBL,D,70,4,26,30,27,19,3,1,0,3,16,10,0,111,3.6,1401,20:01
277,Tyler Gaudet,21,ARI,C,2,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,19,9:35
278,John Gaudreau,21,CGY,LW,80,24,40,64,11,14,16,8,0,4,27,13,0,167,14.4,1417,17:43
279,Paul Gaustad,32,NSH,C,73,4,10,14,7,60,4,0,0,1,10,0,0,54,7.4,908,12:26
280,Luke Gazdic,25,EDM,LW,40,2,1,3,-4,43,2,0,0,0,1,0,0,26,7.7,296,7:23
,,Scoring,,,Goals,Assists,,,Ice Time
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
281,Eric Gelinas,23,NJD,D,61,6,13,19,-2,42,3,3,0,2,7,6,0,112,5.4,1004,16:28
282,Nathan Gerbe,27,CAR,LW,78,10,18,28,-14,34,8,2,0,2,12,6,0,235,4.3,1283,16:27
283,Ryan Getzlaf,29,ANA,C,77,25,45,70,15,62,22,3,0,6,33,10,2,191,13.1,1548,20:06
284,Brian Gibbons,26,CBJ,C,25,0,5,5,2,8,0,0,0,0,4,1,0,21,0.0,346,13:49
285,Tom Gilbert,32,MTL,D,72,4,8,12,10,30,4,0,0,0,8,0,0,70,5.7,1392,19:20
286,Brian Gionta,36,BUF,RW,69,13,22,35,-13,18,9,3,1,2,16,6,0,153,8.5,1246,18:03
287,Stephen Gionta,31,NJD,RW,61,5,8,13,4,12,5,0,0,1,6,0,2,84,6.0,804,13:11
288,Mark Giordano,31,CGY,D,61,11,37,48,13,37,8,2,1,2,25,12,0,157,7.0,1536,25:10
289,Dan Girardi,30,NYR,D,82,4,16,20,12,22,3,1,0,1,13,2,1,111,3.6,1861,22:42
290,Zemgus Girgensons,21,BUF,C,61,15,15,30,-16,25,11,1,3,1,12,3,0,115,13.0,1164,19:05
291,Claude Giroux,27,PHI,C,81,25,48,73,-3,36,11,14,0,4,25,23,0,279,9.0,1666,20:34
292,Tanner Glass,31,NYR,LW,66,1,5,6,-12,98,1,0,0,0,5,0,0,53,1.9,676,10:15
293,Tim Gleason,32,TOT,D,72,1,8,9,-13,55,1,0,0,0,8,0,0,54,1.9,1176,16:20
294,Curtis Glencross,32,TOT,LW,71,13,22,35,2,45,9,4,0,1,15,7,0,108,12.0,1111,15:39
295,Luke Glendening,25,DET,C,82,12,6,18,5,34,11,1,0,2,6,0,0,104,11.5,1207,14:43
296,Marcel Goc,31,TOT,C,74,3,6,9,-3,8,3,0,0,0,5,0,1,77,3.9,864,11:41
297,Alex Goligoski,29,DAL,D,81,4,32,36,0,24,4,0,0,0,22,8,2,122,3.3,1929,23:49
298,Cody Goloubef,25,CBJ,D,36,0,9,9,12,19,0,0,0,0,8,0,1,23,0.0,560,15:34
299,Scott Gomez,35,NJD,C,58,7,27,34,-10,23,7,0,0,1,13,14,0,70,10.0,958,16:31
300,Sergei Gonchar,40,TOT,D,48,1,13,14,6,18,1,0,0,0,9,4,0,46,2.2,849,17:41
,,Scoring,,,Goals,Assists,,,Ice Time
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
301,Barclay Goodrow,21,SJS,RW,60,4,8,12,-1,35,4,0,0,2,7,0,1,68,5.9,664,11:04
302,Boyd Gordon,31,EDM,C,68,6,7,13,-5,17,4,1,1,1,6,0,1,65,9.2,906,13:20
303,Josh Gorges,30,BUF,D,46,0,6,6,-28,16,0,0,0,0,5,0,1,28,0.0,1029,22:22
304,Brandon Gormley,22,ARI,D,27,2,2,4,-7,10,1,1,0,0,2,0,0,39,5.1,414,15:19
305,Shayne Gostisbehere,21,PHI,D,2,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,25,12:34
306,Michael Grabner,27,NYI,RW,34,8,5,13,4,4,8,0,0,0,5,0,0,63,12.7,440,12:56
307,Mikhail Grabovski,31,NYI,C,51,9,10,19,3,8,9,0,0,2,9,1,0,81,11.1,728,14:16
308,Petter Granberg,22,TOR,D,7,0,0,0,1,6,0,0,0,0,0,0,0,1,0.0,80,11:27
309,Markus Granlund,21,CGY,C,48,8,10,18,-4,16,7,1,0,1,9,1,0,65,12.3,642,13:22
310,Mikael Granlund,22,MIN,C,68,8,31,39,17,20,8,0,0,2,23,8,0,99,8.1,1217,17:54
311,Tyler Graovac,21,MIN,C,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,28,9:13
312,Mike Green,29,WSH,D,72,10,35,45,15,34,9,1,0,2,19,16,0,159,6.3,1376,19:06
313,Andy Greene,32,NJD,D,82,3,19,22,1,20,3,0,0,1,17,1,1,83,3.6,1931,23:33
314,Matt Greene,31,LAK,D,82,3,6,9,1,54,3,0,0,0,6,0,0,69,4.3,1296,15:48
315,Colin Greening,28,OTT,LW,26,1,0,1,-5,29,1,0,0,0,0,0,0,39,2.6,255,9:49
316,Seth Griffith,22,BOS,C,30,6,4,10,-2,6,5,1,0,1,2,2,0,33,18.2,403,13:27
317,Mikhail Grigorenko,20,BUF,C,25,3,3,6,-10,2,2,1,0,0,2,1,0,35,8.6,379,15:10
318,Rocco Grimaldi,21,FLA,C,7,1,0,1,1,4,1,0,0,0,0,0,0,18,5.6,88,12:37
319,Nicklas Grossmann,30,PHI,D,68,5,9,14,8,32,5,0,0,0,9,0,0,43,11.6,1201,17:39
320,Eric Gryba,26,OTT,D,75,0,12,12,11,97,0,0,0,0,12,0,0,64,0.0,1174,15:39
,,Scoring,,,Goals,Assists,,,Ice Time
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
321,Radko Gudas,24,TBL,D,31,2,3,5,-5,34,2,0,0,1,3,0,0,63,3.2,527,17:00
322,Erik Gudbranson,23,FLA,D,76,4,9,13,-4,58,4,0,0,0,5,4,0,110,3.6,1414,18:36
323,Nate Guenin,32,COL,D,76,2,13,15,-1,32,2,0,0,0,13,0,0,38,5.3,1280,16:51
324,Carl Gunnarsson,28,STL,D,61,2,10,12,10,2,2,0,0,0,9,1,0,54,3.7,1102,18:04
325,Carl Hagelin,26,NYR,LW,82,17,18,35,18,46,16,1,0,4,17,0,1,185,9.2,1249,15:14
326,Ron Hainsey,33,CAR,D,81,2,8,10,-14,16,2,0,0,0,7,1,0,83,2.4,1709,21:06
327,Micheal Haley,28,SJS,C,4,0,0,0,-1,11,0,0,0,0,0,0,0,1,0.0,30,7:31
328,Matt Halischuk,26,WPG,RW,47,3,5,8,5,6,3,0,0,1,5,0,0,59,5.1,458,9:45
329,Taylor Hall,23,EDM,LW,53,14,24,38,-1,40,11,3,0,0,21,3,0,158,8.9,1019,19:13
330,Dan Hamhuis,32,VAN,D,59,1,22,23,0,44,0,1,0,0,20,2,0,82,1.2,1270,21:32
331,Curtis Hamilton,23,EDM,LW,1,0,0,0,0,5,0,0,0,0,0,0,0,0,,8,8:01
332,Dougie Hamilton,21,BOS,D,72,10,32,42,-2,41,5,5,0,2,22,10,0,188,5.3,1536,21:20
333,Freddie Hamilton,23,TOT,C,18,1,0,1,-2,0,1,0,0,1,0,0,0,11,9.1,136,7:35
334,Ryan Hamilton,29,EDM,LW,16,1,1,2,-8,6,0,1,0,0,1,0,0,12,8.3,211,13:13
335,Travis Hamonic,24,NYI,D,71,5,28,33,15,85,4,1,0,0,21,7,0,132,3.8,1547,21:47
336,Scott Hannan,36,SJS,D,58,2,5,7,0,26,2,0,0,0,5,0,0,53,3.8,946,16:19
337,Jannik Hansen,28,VAN,RW,81,16,17,33,-6,27,15,0,1,2,15,0,2,145,11.0,1132,13:58
338,Martin Hanzal,27,ARI,C,37,8,16,24,-1,31,7,1,0,3,12,3,1,85,9.4,656,17:44
339,Scott Harrington,21,PIT,D,10,0,0,0,-10,4,0,0,0,0,0,0,0,9,0.0,158,15:48
340,Jay Harrison,32,TOT,D,55,3,6,9,-1,65,2,1,0,0,5,1,0,50,6.0,876,15:56
,,Scoring,,,Goals,Assists,,,Ice Time
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
341,Peter Harrold,31,NJD,D,43,3,2,5,-10,4,3,0,0,0,2,0,0,31,9.7,655,15:15
342,Ryan Hartman,20,CHI,RW,5,0,0,0,-1,2,0,0,0,0,0,0,0,8,0.0,41,8:17
343,Scott Hartnell,32,CBJ,LW,77,28,32,60,1,100,20,8,0,2,24,8,0,204,13.7,1332,17:18
344,Erik Haula,23,MIN,C,72,7,7,14,-7,32,6,1,0,1,6,0,1,92,7.6,875,12:09
345,Martin Havlat,33,NJD,RW,40,5,9,14,-11,10,2,3,0,1,6,3,0,49,10.2,592,14:48
346,Eriah Hayes,26,SJS,RW,4,0,0,0,-2,2,0,0,0,0,0,0,0,10,0.0,40,9:58
347,Jimmy Hayes,25,FLA,RW,72,19,16,35,-4,20,15,4,0,3,9,7,0,166,11.4,1090,15:09
348,Kevin Hayes,22,NYR,RW,79,17,28,45,15,22,15,1,1,1,24,4,0,111,15.3,1030,13:02
349,Dany Heatley,34,ANA,LW,6,0,0,0,-3,0,0,0,0,0,0,0,0,8,0.0,73,12:08
350,Victor Hedman,24,TBL,D,59,10,28,38,12,40,7,3,0,2,20,8,0,115,8.7,1338,22:41
351,Jan Hejda,36,COL,D,81,1,12,13,-12,42,1,0,0,0,11,0,1,84,1.2,1673,20:39
352,Seth Helgeson,24,NJD,D,22,0,2,2,4,18,0,0,0,0,2,0,0,11,0.0,296,13:28
353,Darren Helm,28,DET,C,75,15,18,33,7,12,10,3,2,1,14,4,0,160,9.4,1188,15:50
354,Ales Hemsky,31,DAL,RW,76,11,21,32,-8,16,10,1,0,1,14,7,0,140,7.9,1037,13:38
355,Matt Hendricks,33,EDM,LW,71,8,8,16,-14,76,7,0,1,0,7,1,0,103,7.8,934,13:09
356,Adam Henrique,24,NJD,C,75,16,27,43,-6,34,11,5,0,3,15,11,1,127,12.6,1331,17:45
357,Tomas Hertl,21,SJS,C,82,13,18,31,-5,16,10,3,0,4,15,3,0,145,9.0,1193,14:33
358,Thomas Hickey,25,NYI,D,81,2,20,22,-12,26,2,0,0,1,18,0,2,82,2.4,1533,18:56
359,Chris Higgins,31,VAN,LW,77,12,24,36,8,16,9,3,0,1,22,2,0,171,7.0,1216,15:47
360,Jack Hillen,29,TOT,D,38,0,5,5,-1,10,0,0,0,0,5,0,0,24,0.0,489,12:52
,,Scoring,,,Goals,Assists,,,Ice Time
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
361,Joey Hishon,23,COL,C,13,1,1,2,-1,0,1,0,0,1,1,0,0,19,5.3,131,10:07
362,Niklas Hjalmarsson,27,CHI,D,82,3,16,19,25,44,3,0,0,1,16,0,0,97,3.1,1795,21:53
363,Justin Hodgman,26,ARI,C,5,1,0,1,-2,2,0,1,0,0,0,0,0,3,33.3,57,11:24
364,Cody Hodgson,24,BUF,C,78,6,7,13,-28,12,6,0,0,0,6,1,0,127,4.7,1002,12:51
365,Mike Hoffman,25,OTT,LW,79,27,21,48,16,14,26,1,0,4,19,2,0,199,13.6,1150,14:33
366,Nick Holden,27,COL,D,78,5,9,14,-11,28,3,2,0,2,5,4,0,94,5.3,1545,19:48
367,Peter Holland,24,TOR,C,62,11,14,25,0,31,9,1,1,3,11,2,1,93,11.8,900,14:31
368,Korbinian Holzer,26,TOR,D,34,0,6,6,3,25,0,0,0,0,6,0,0,32,0.0,582,17:06
369,Shawn Horcoff,36,DAL,C,76,11,18,29,9,27,7,4,0,1,17,1,0,82,13.4,989,13:01
